,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
12926,12926,13955,Dženan Pejčinović,61,58,60,52,61,24,59,62,54,62,65,60,53,45,53,60,40,39,58,48,46,61,65,53,60,63,57,21,63,16,23,18,67,53,63,52,ST,3,3,Left,"188cm / 6'2""",78kg / 172lb,,19,Germany,Bundesliga 2,Düsseldorf,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dzenan-pejcinovic/270532,,,,,
12927,12927,13955,Fran Pereira,61,66,41,59,63,54,62,67,66,57,35,52,40,39,50,59,46,51,69,62,40,62,64,61,57,65,56,50,51,52,57,59,62,69,62,55,CDM,3,2,Right,"185cm / 6'1""",75kg / 165lb,"CM, CAM",22,Portugal,Liga Portugal,Estoril Praia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fran-pereira/276913,,,,,
12928,12928,13955,Joaquín Pereyra,61,71,51,57,59,56,56,70,71,52,49,50,55,49,49,55,59,40,60,58,53,59,61,62,58,60,43,56,48,54,59,57,57,57,58,51,LB,3,2,Right,"180cm / 5'11""",74kg / 163lb,,19,Argentina,Libertadores,Estudiantes,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joaquin-pereyra/71491,,,,,
12929,12929,13955,Leonardo Pérez,61,64,30,42,37,60,67,61,67,29,29,39,22,27,34,37,39,26,53,39,29,28,49,52,64,40,41,60,57,55,64,62,70,60,75,57,CB,3,2,Right,"192cm / 6'4""",81kg / 179lb,,21,Venezuela,Sudamericana,Metropolitanos,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leonardo-perez/272704,,,,,
12930,12930,13955,Jeremías Pérez Tica,61,59,64,51,59,22,56,61,58,60,66,65,62,55,55,51,57,37,53,44,48,56,62,76,55,61,53,19,63,22,13,17,67,54,61,43,ST,3,2,Right,"169cm / 5'7""",76kg / 168lb,,21,Argentina,Primera División,Newell's,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jeremias-perez-tica/275167,,,,,
12931,12931,13955,Paya Pichkah,61,62,58,60,63,57,65,60,63,55,55,62,65,43,53,59,56,55,66,62,44,61,68,73,57,63,60,56,52,58,59,56,62,65,67,62,CM,2,2,Right,"190cm / 6'3""",78kg / 172lb,CDM,24,Sweden,Allsvenskan,Brommapojkarna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paya-pichkah/271561,,,,,
12932,12932,13955,Marcel Pięczek,61,65,47,61,58,54,64,66,64,55,53,40,47,26,35,55,69,65,57,63,66,57,57,57,55,62,45,49,43,51,61,60,56,65,68,56,LM,1,3,Left,"185cm / 6'1""",76kg / 168lb,"RB, LB, LW",23,Poland,PKO BP Ekstraklasa,Korona Kielce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcel-pieczek/275951,,,,,
12933,12933,13955,Edoardo Pieragnolo,61,68,34,47,55,55,61,64,71,52,32,37,31,32,44,45,63,36,43,33,63,54,55,59,60,58,43,51,40,54,61,64,51,67,59,61,LB,4,2,Left,"185cm / 6'1""",72kg / 159lb,LM,21,Italy,Serie BKT,Sassuolo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/edoardo-pieragnolo/276705,,,,,
12934,12934,13955,Kevin Piscopo,61,73,63,52,63,48,66,72,73,62,62,70,64,50,56,54,48,50,56,45,50,66,52,62,60,65,46,44,59,41,54,50,71,64,68,60,CAM,2,3,Right,"181cm / 5'11""",78kg / 172lb,ST,26,Italy,Serie BKT,SS Juve Stabia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-piscopo/251603,,,,,
12935,12935,13955,Bobby Pointon,61,76,56,56,65,30,48,77,75,54,52,64,65,43,42,56,59,49,57,51,58,63,86,85,57,60,57,25,33,25,37,33,48,54,47,44,RW,2,3,Left,"170cm / 5'7""",65kg / 143lb,"CAM, RM",20,England,EFL League Two,Bradford City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bobby-pointon/275972,,,,,
12936,12936,13955,Nikolas Polster,61,65,59,54,64,19,53,21,16,5,9,41,7,6,16,40,12,12,19,29,13,6,35,48,61,17,25,10,13,7,14,11,49,20,55,16,GK,3,1,Right,"188cm / 6'2""",80kg / 176lb,,22,Austria,Ö. Bundesliga,Wolfsberger AC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nikolas-polster/257497,65.0,59.0,54.0,53.0,64.0
12937,12937,13955,Markus Poom,61,66,56,59,58,57,64,65,66,60,56,56,59,40,52,62,51,55,64,57,53,57,57,52,62,60,60,60,55,58,54,54,65,74,63,56,CM,2,2,Left,"186cm / 6'1""",73kg / 161lb,,25,Estonia,SSE Airtricity PD,Shamrock Rovers,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/markus-poom/273571,,,,,
12938,12938,13955,Darragh Power,61,71,32,49,54,57,58,72,70,53,28,35,33,27,40,38,59,26,53,49,48,54,67,57,54,52,44,55,46,62,58,56,56,70,54,51,RB,2,2,Right,"173cm / 5'8""",73kg / 161lb,,23,Republic of Ireland,SSE Airtricity PD,Waterford,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/darragh-power/253760,,,,,
12939,12939,13955,Darren Pratley,61,43,57,60,53,59,63,44,42,56,56,58,56,59,57,55,60,52,63,60,61,51,47,50,58,56,66,60,59,57,61,59,59,45,65,79,CDM,2,2,Right,"185cm / 6'1""",78kg / 172lb,CM,39,England,EFL League One,Leyton Orient,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/darren-pratley/156894,,,,,
12940,12940,13955,Adrian Przyborek,61,72,54,54,63,29,53,70,73,56,59,55,42,49,49,52,51,42,61,51,46,62,76,57,60,65,52,26,35,31,27,28,53,57,62,27,RM,3,3,Right,"184cm / 6'0""",78kg / 172lb,"CAM, LM, RW",17,Poland,PKO BP Ekstraklasa,Pogoń Szczecin,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adrian-przyborek/274444,,,,,
12941,12941,13955,Mehdi Puch,61,73,41,56,62,56,57,74,72,49,31,56,44,34,50,54,44,49,64,59,56,59,81,83,56,60,56,63,23,59,60,58,49,56,56,62,CDM,3,2,Right,"175cm / 5'9""",70kg / 154lb,,20,Algeria,Ligue 2 BKT,AC Ajaccio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mehdi-puch/277754,,,,,
12942,12942,13955,Florin Purece,61,64,62,64,64,40,59,61,66,62,61,64,64,58,58,64,62,67,66,63,64,64,70,60,62,63,61,51,32,50,30,30,47,62,58,60,CM,3,3,Left,"182cm / 6'0""",73kg / 161lb,CAM,32,Romania,SUPERLIGA,Unirea Slobozia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/florin-purece/242513,,,,,
12943,12943,13955,Joshua Putze,61,54,48,57,58,57,66,53,54,54,45,51,53,32,47,60,52,48,60,59,45,54,68,64,57,60,49,54,53,61,58,55,59,64,66,72,CDM,4,2,Right,"185cm / 6'1""",84kg / 185lb,CM,29,Germany,3. Liga,Energie Cottbus,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joshua-putze/216287,,,,,
12944,12944,13955,Andreas Pyndt,61,76,53,54,61,58,67,80,73,58,55,51,52,43,42,59,34,33,64,62,32,57,74,73,60,60,57,59,55,56,60,57,74,70,68,60,CM,3,2,Right,"175cm / 5'9""",68kg / 150lb,CDM,23,Denmark,Allsvenskan,IK Sirius,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andreas-pyndt/259644,,,,,
12945,12945,13955,Mohammed Qasem,61,74,56,55,64,55,70,73,74,61,50,68,63,46,43,56,61,45,54,53,47,65,72,79,52,60,61,55,51,55,55,57,70,72,71,67,LB,2,3,Left,"176cm / 5'9""",76kg / 168lb,,29,Saudi Arabia,ROSHN Saudi League,Al Qadisiyah,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mohammed-qasem/214923,,,,,
12946,12946,13955,Valentino Quintero,61,62,56,60,67,32,57,28,38,17,16,45,19,16,26,41,22,22,27,27,23,16,44,39,54,23,40,17,22,17,24,25,59,37,67,26,GK,2,1,Right,"193cm / 6'4""",82kg / 181lb,,21,Argentina,Libertadores,Rosario Central,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valentino-quintero/276672,62.0,56.0,60.0,57.0,67.0
12947,12947,13955,Abdullah Radif,61,82,56,38,53,22,66,77,86,64,64,55,40,43,54,34,29,22,53,29,27,49,68,35,60,56,42,20,62,19,15,13,80,66,72,48,ST,3,3,Right,"187cm / 6'2""",67kg / 148lb,,21,Saudi Arabia,ROSHN Saudi League,Ettifaq FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdullah-radif/261357,,,,,
12948,12948,13955,Tiago Machado,61,67,60,46,59,24,59,68,67,58,61,59,58,50,71,50,40,38,54,33,41,60,55,55,61,62,47,20,60,23,18,21,73,53,72,32,ST,2,2,Left,"185cm / 6'1""",82kg / 181lb,,20,Portugal,Liga Portugal,Boavista FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tiago-machado/276349,,,,,
12949,12949,13955,Denilzon Ramallo,61,68,44,56,59,57,68,71,65,54,35,58,49,28,47,64,38,34,64,60,43,56,66,57,55,64,47,62,57,51,62,53,70,72,67,63,CM,2,2,Right,"184cm / 6'0""",78kg / 172lb,,26,Bolivia,Sudamericana,Universitario,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/denilzon-ramallo/71543,,,,,
12950,12950,13955,Connor Randall,61,62,48,60,60,61,67,67,58,56,44,46,54,58,56,57,59,36,65,63,54,63,42,55,58,63,63,56,53,63,64,64,65,60,70,67,CM,4,2,Right,"180cm / 5'11""",76kg / 168lb,"CDM, RB",28,England,Scottish Prem,Ross County,Block,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/connor-randall/216299,,,,,
12951,12951,13955,Rao Weihui,61,68,37,53,55,58,63,70,67,49,38,24,44,21,53,35,59,57,57,57,59,51,65,69,54,54,56,58,56,58,58,57,65,70,60,62,LB,3,2,Left,"177cm / 5'10""",76kg / 168lb,CB,35,China PR,CSL,Meizhou Hakka FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rao-weihui/224556,,,,,
12952,12952,13955,Joshua Rawlins,61,72,40,54,59,55,66,73,71,49,37,48,38,35,39,53,51,42,57,55,49,56,70,70,56,58,55,52,50,54,60,58,67,74,66,58,RB,3,2,Right,"181cm / 5'11""",73kg / 161lb,CB,20,Australia,A-League,Melb. Victory,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joshua-rawlins/260533,,,,,
12953,12953,13955,Tomás Rayer,61,75,57,53,63,25,50,78,72,58,58,60,52,57,51,55,59,45,53,49,47,65,71,75,51,58,57,19,42,23,26,23,51,66,46,38,RM,3,3,Right,"170cm / 5'7""",70kg / 154lb,RW,22,Argentina,Sudamericana,S. Trinidense,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tomas-rayer/71775,,,,,
12954,12954,13955,Jeremía Recoba,61,63,59,57,62,51,58,62,64,61,55,67,60,55,57,68,45,55,59,55,56,61,67,67,55,62,61,40,40,55,58,55,49,66,55,56,CAM,3,3,Right,"177cm / 5'10""",75kg / 165lb,CM,20,Italy,Libertadores,Nacional,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jeremia-recoba/70334,,,,,
12955,12955,13955,Leon Reichardt,61,58,38,52,55,63,60,63,54,39,35,43,39,31,42,52,52,41,56,54,33,51,46,60,63,60,58,58,59,64,65,63,63,65,59,56,CB,3,2,Right,"190cm / 6'3""",69kg / 152lb,LB,20,Germany,3. Liga,VfB Stuttgart II,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leon-reichardt/273885,,,,,
12956,12956,13955,Peter Reinhardsen,61,68,48,55,60,56,67,67,69,54,49,52,45,45,38,54,56,45,58,54,48,60,63,55,56,61,53,55,55,54,60,57,67,68,68,65,RB,4,3,Right,"186cm / 6'1""",78kg / 172lb,,25,Norway,Eliteserien,Sarpsborg 08,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/peter-reinhardsen/272624,,,,,
12957,12957,13955,Jesper Reitan-Sunde,61,83,54,53,62,36,48,84,82,61,55,55,50,48,48,56,56,45,55,43,48,59,79,87,46,60,58,38,36,35,36,38,47,60,40,54,RW,3,3,Right,"168cm / 5'6""",65kg / 143lb,"LW, RM",18,Norway,Eliteserien,Rosenborg BK,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jesper-reitan-sunde/278753,,,,,
12958,12958,13955,Pau Resta,61,58,38,46,47,62,64,55,60,39,34,53,32,37,43,33,34,29,60,55,32,39,48,58,50,55,51,61,63,59,65,62,66,67,66,56,CB,3,2,Left,"185cm / 6'1""",75kg / 165lb,,23,Spain,PKO BP Ekstraklasa,Korona Kielce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pau-resta/252913,,,,,
12959,12959,13955,Callum Reynolds,61,45,27,38,43,60,72,42,47,44,21,38,26,21,32,32,30,25,47,39,33,41,45,41,58,43,48,60,61,61,60,59,67,61,77,76,CB,3,2,Left,"188cm / 6'2""",85kg / 187lb,,34,England,EFL League Two,Bromley FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/callum-reynolds/186390,,,,,
12960,12960,13955,Will Richmond,61,70,44,53,67,24,54,72,69,58,50,41,33,39,30,60,64,28,51,42,45,70,74,68,45,68,48,19,35,21,27,25,55,54,61,35,LM,4,3,Right,"178cm / 5'10""",77kg / 170lb,LW,24,United States,MLS,SJ Earthquakes,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/will-richmond/266340,,,,,
12961,12961,13955,Lucas Ricoy,61,52,62,50,60,28,55,53,52,58,62,64,59,59,70,53,34,43,62,43,46,61,51,58,56,63,54,26,66,20,26,20,65,54,64,33,ST,3,3,Right,"185cm / 6'1""",77kg / 170lb,,21,Spain,LALIGA HYPERMOTION,Burgos CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-ricoy/278546,,,,,
12962,12962,13955,Chris Rigg,61,61,54,60,65,52,57,64,58,56,57,53,51,48,45,60,56,50,64,59,55,63,77,76,59,65,55,51,45,54,55,49,51,68,53,54,CM,3,3,Left,"177cm / 5'10""",65kg / 143lb,"RM, RW",17,England,EFL Championship,Sunderland,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chris-rigg/273459,,,,,
12963,12963,13955,José Río,61,67,57,53,58,21,59,17,27,5,6,40,10,9,13,32,10,10,14,17,10,7,25,26,60,10,24,11,15,7,11,11,52,15,62,15,GK,3,1,Left,"190cm / 6'3""",79kg / 174lb,,20,Uruguay,Sudamericana,Danubio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jose-rio/275460,67.0,57.0,53.0,59.0,58.0
12964,12964,13955,Alessio Rizza,61,68,48,53,62,56,52,64,72,55,42,59,52,41,40,51,58,48,55,48,53,64,69,69,57,60,42,54,42,53,62,63,44,63,49,49,LB,2,3,Left,"175cm / 5'9""",72kg / 159lb,,21,Italy,Serie BKT,Cittadella,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessio-rizza/277053,,,,,
12965,12965,13955,Scott Robertson,61,68,53,59,64,56,63,66,70,61,51,58,56,30,51,58,48,63,64,61,58,62,73,83,55,63,60,56,39,57,60,59,51,68,59,72,CM,3,2,Left,"185cm / 6'1""",77kg / 170lb,CDM,23,Scotland,EFL League Two,Notts County,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/scott-robertson/253974,,,,,
12966,12966,13955,Ethan Robson,61,63,57,62,63,59,59,65,62,58,55,65,58,52,49,63,59,60,64,63,56,61,71,69,59,63,60,58,54,60,59,60,62,51,63,60,CM,3,2,Left,"178cm / 5'10""",73kg / 161lb,CDM,27,England,EFL League Two,Carlisle United,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ethan-robson/230697,,,,,
12967,12967,13955,Raúl Rocabado,61,70,47,62,63,49,62,64,75,48,45,54,42,55,56,67,48,52,70,65,52,61,68,78,56,63,68,50,50,42,51,61,62,61,65,58,CAM,3,3,Left,"161cm / 5'3""",56kg / 123lb,"LM, LW",20,Bolivia,Sudamericana,Universitario,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/raul-rocabado/274253,,,,,
12968,12968,13955,Clément Rodrigues,61,64,63,48,60,20,54,63,65,59,64,63,62,59,62,54,39,42,57,36,46,59,59,68,59,62,49,16,61,15,17,15,65,58,59,36,ST,3,2,Right,"184cm / 6'0""",79kg / 174lb,,23,France,Ligue 2 BKT,SC Bastia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/clement-rodrigues/276020,,,,,
12969,12969,13955,Agustín Rodríguez,61,68,43,60,65,40,41,73,63,57,44,44,34,46,50,62,52,50,66,63,46,65,74,68,56,65,55,29,33,41,46,49,38,54,34,44,CAM,3,3,Right,"170cm / 5'7""",62kg / 137lb,LW,20,Argentina,Sudamericana,Lanús,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/agustin-rodriguez/262283,,,,,
12970,12970,13955,Franco Agustín Romero,61,63,50,58,62,56,60,66,60,56,42,66,52,40,54,51,55,41,67,60,45,63,58,72,57,64,46,50,60,53,60,64,61,71,52,64,CDM,3,2,Right,"177cm / 5'10""",70kg / 154lb,CM,24,Argentina,Primera División,Ind. Rivadavia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/franco-agustin-romero/263500,,,,,
12971,12971,13955,Jakob Napoleon Romsaas,61,77,58,57,61,34,61,75,78,63,63,58,53,45,42,63,50,47,60,54,55,61,61,53,50,64,59,37,50,32,30,28,68,58,68,45,ST,3,3,Right,"187cm / 6'2""",77kg / 170lb,CAM,20,Norway,Eliteserien,Tromsø IL,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jakob-napoleon-romsaas/274701,,,,,
12972,12972,13955,Dayle Rooney,61,69,55,58,59,36,59,70,69,57,53,58,56,59,48,62,62,61,57,49,58,58,68,60,58,59,59,22,49,39,41,29,58,62,59,57,LM,3,3,Left,"179cm / 5'10""",74kg / 163lb,LW,26,Republic of Ireland,SSE Airtricity PD,Bohemians,"Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dayle-rooney/255621,,,,,
12973,12973,13955,Lucas Röser,61,70,61,52,61,32,65,68,71,59,60,62,62,58,65,53,47,42,60,41,59,61,67,69,57,60,56,30,57,37,24,17,71,60,71,53,ST,3,3,Right,"184cm / 6'0""",80kg / 176lb,,30,Germany,Bundesliga 2,SSV Ulm 1846,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-roser/238694,,,,,
12974,12974,13955,Francesco Rossi,61,63,62,63,62,22,60,22,21,11,11,47,12,16,14,22,19,22,17,12,22,21,55,40,48,19,42,27,14,20,17,16,35,22,30,14,GK,2,1,Right,"193cm / 6'4""",83kg / 183lb,,33,Italy,Serie A Enilive,Bergamo Calcio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/francesco-rossi/194894,63.0,62.0,63.0,60.0,62.0
12975,12975,13955,Michael Ruhs,61,76,60,50,62,41,65,73,78,62,65,59,53,49,48,52,48,39,54,48,41,60,69,72,58,61,56,39,50,38,44,39,70,54,72,59,ST,3,2,Right,"180cm / 5'11""",70kg / 154lb,"LM, RM",22,Australia,A-League,Western United,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michael-ruhs/259476,,,,,
12976,12976,13955,Felix Ruschke,61,71,32,45,57,58,66,70,72,41,31,40,26,27,34,34,51,32,52,48,28,59,60,62,60,55,43,55,60,56,60,61,71,65,70,57,LB,3,2,Left,"185cm / 6'1""",75kg / 165lb,"CB, RB",21,Germany,3. Liga,FC Hansa Rostock,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/felix-ruschke/270110,,,,,
12977,12977,13955,Tate Russell,61,80,46,55,59,54,63,82,78,55,45,52,43,40,42,54,59,44,56,51,58,57,74,74,56,56,55,55,50,52,56,54,70,71,60,58,RB,3,2,Right,"178cm / 5'10""",75kg / 165lb,,25,Australia,A-League,Western United,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tate-russell/243785,,,,,
12978,12978,13955,Ignacio Russo,61,67,60,47,61,27,56,69,65,60,64,60,54,48,55,50,41,37,52,40,46,59,67,70,57,63,51,18,60,28,24,21,68,56,61,42,ST,3,2,Right,"175cm / 5'9""",77kg / 170lb,,23,Argentina,Primera División,Instituto,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ignacio-russo/258082,,,,,
12979,12979,13955,Facundo Russo,61,70,55,56,64,31,46,74,67,52,57,65,43,54,58,47,61,47,62,57,45,67,70,64,52,60,55,24,44,27,35,28,45,62,44,29,RM,3,3,Right,"175cm / 5'9""",66kg / 146lb,RW,24,Argentina,Primera División,Platense,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/facundo-russo/263475,,,,,
12980,12980,13955,Pablo Sáenz,61,69,60,46,63,22,53,72,67,64,64,60,53,57,59,49,39,32,57,34,40,62,68,79,54,63,49,15,61,19,17,16,65,53,52,50,ST,3,3,Left,"175cm / 5'9""",70kg / 154lb,"CAM, LM",23,Spain,LALIGA HYPERMOTION,Granada CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pablo-saenz/70301,,,,,
12981,12981,13955,Taha Şahin,61,69,30,52,61,58,51,71,68,46,27,35,27,33,39,38,58,38,59,52,40,65,58,71,56,56,51,59,46,57,63,60,51,57,46,55,RB,2,2,Right,"178cm / 5'10""",69kg / 152lb,,23,Turkey,Trendyol Süper Lig,Çaykur Rizespor,"Intercept, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/taha-sahin/277217,,,,,
12982,12982,13955,Saldaña,61,69,56,56,64,24,54,26,21,6,6,42,8,7,18,30,10,11,21,24,12,9,27,45,55,12,36,12,11,6,12,13,44,22,48,24,GK,3,1,Left,"184cm / 6'0""",72kg / 159lb,,23,Spain,LALIGA HYPERMOTION,FC Cartagena,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/saldana/277050,69.0,56.0,56.0,54.0,64.0
12983,12983,13955,Enes Sali,61,81,52,54,68,23,38,82,80,50,54,53,51,49,42,51,54,57,56,50,53,67,85,83,46,65,60,21,30,20,24,23,42,54,33,31,LW,4,3,Right,"164cm / 5'5""",57kg / 126lb,"RW, LM",18,Romania,MLS,FC Dallas,"Quick Step, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enes-sali/264633,,,,,
12984,12984,13955,Jasper Samooja,61,62,65,61,59,26,60,30,21,9,8,46,6,8,11,32,11,13,25,26,13,12,33,40,48,13,38,12,9,9,9,15,36,19,32,29,GK,2,1,Right,"189cm / 6'2""",84kg / 185lb,,21,Finland,Serie A Enilive,Lecce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jasper-samooja/278623,62.0,65.0,61.0,60.0,59.0
12985,12985,13955,Alex Samuel,61,82,59,51,64,33,68,81,83,59,60,60,56,54,60,56,48,43,55,44,46,64,74,72,56,61,57,28,58,30,32,27,75,79,65,60,ST,3,2,Right,"183cm / 6'0""",70kg / 154lb,,28,Wales,Scottish Prem,Ross County,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alex-samuel/222848,,,,,
12986,12986,13955,Jack Sanders,61,45,31,44,43,57,79,50,41,25,32,38,25,27,36,34,40,30,53,50,38,40,36,37,47,50,45,56,57,54,60,59,72,67,87,75,CB,2,2,Right,"193cm / 6'4""",88kg / 194lb,RB,25,England,Scottish Prem,St. Johnstone,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jack-sanders/257487,,,,,
12987,12987,13955,Sidi Sané,61,69,58,57,65,43,56,67,70,57,59,64,48,56,58,55,59,58,59,52,56,68,68,58,59,64,54,41,55,40,44,42,66,52,64,39,ST,3,3,Right,"192cm / 6'4""",82kg / 181lb,LM,21,Germany,Bundesliga 2,Braunschweig,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sidi-sane/271160,,,,,
12988,12988,13955,Alejandro Santander,61,62,57,51,63,21,59,19,23,5,6,38,6,7,14,19,12,11,24,17,11,12,29,48,58,17,22,10,11,8,12,14,44,28,51,26,GK,3,1,Right,"178cm / 5'10""",75kg / 165lb,,21,Chile,Libertadores,Cobresal,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alejandro-santander/256557,62.0,57.0,51.0,59.0,63.0
12989,12989,13955,Sais Santibáñez,61,63,28,52,42,60,60,62,64,30,28,29,22,30,39,39,57,36,58,59,32,35,50,69,55,42,42,59,59,55,65,64,62,66,58,59,LB,2,2,Left,"169cm / 5'7""",65kg / 143lb,,20,Peru,Sudamericana,UCV,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sais-santibanez/275145,,,,,
12990,12990,13955,Toby Savin,61,62,58,64,62,45,60,46,43,10,18,48,11,11,57,55,13,11,43,49,13,16,42,44,58,25,46,23,13,16,12,12,58,33,59,30,GK,3,1,Right,"194cm / 6'4""",84kg / 185lb,,23,England,EFL League One,Shrewsbury,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/toby-savin/251165,62.0,58.0,64.0,60.0,62.0
12991,12991,13955,Joe Sbarra,61,68,58,56,64,48,58,71,65,59,62,57,54,46,59,55,52,46,62,59,44,59,89,86,62,61,49,50,49,43,51,50,60,74,58,38,CAM,3,3,Right,"168cm / 5'6""",70kg / 154lb,"CM, LM",25,England,EFL League Two,Doncaster,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joe-sbarra/236437,,,,,
12992,12992,13955,Benjamín Schamine,61,56,49,61,62,47,51,54,57,65,47,51,46,50,60,64,52,51,66,64,60,62,48,66,61,67,57,50,51,38,50,52,55,43,58,43,CM,3,2,Right,"178cm / 5'10""",77kg / 170lb,"CAM, RW",20,Argentina,Sudamericana,Defensa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/benjamin-schamine/276867,,,,,
12993,12993,13955,Johannes Schenk,61,59,59,64,65,17,60,17,16,8,9,48,7,6,16,33,11,10,21,23,11,12,25,35,51,20,23,15,15,8,10,15,49,21,58,30,GK,3,1,Right,"191cm / 6'3""",85kg / 187lb,,21,Germany,Bundesliga 2,Preußen Münster,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/johannes-schenk/260978,59.0,59.0,64.0,60.0,65.0
12994,12994,13955,Danny Schmidt,61,61,59,56,60,37,61,62,61,59,64,58,53,50,58,62,45,40,65,54,44,59,60,60,51,64,60,30,59,33,39,35,67,59,68,42,CAM,3,2,Right,"188cm / 6'2""",80kg / 176lb,ST,21,Germany,Bundesliga 2,Düsseldorf,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/danny-schmidt/73071,,,,,
12995,12995,13955,Tate Schmitt,61,68,61,53,65,54,66,65,71,63,59,69,62,54,54,55,61,43,55,36,57,65,66,63,62,67,56,49,54,54,57,55,65,68,70,56,LB,2,2,Left,"180cm / 5'11""",73kg / 161lb,LM,27,United States,MLS,Houston Dynamo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tate-schmitt/247322,,,,,
